#RtAcc (float32)[1],CommandState (uint8)[1]
435.85666,2
379.5539,2
322.71347,2
265.0644,2
207.34764,2
150.18878,2
92.64293,2
34.639774,2
-23.288963,2
-80.71089,2
-138.3738,2
-196.14914,2
-253.71706,2
-310.84033,2
-368.06476,2
-425.0668,2
-481.7387,2
-538.0384,2
-594.30695,2
-650.0313,2
-705.314,2
-760.3061,2
-815.1432,2
-869.12994,2
-922.5752,2
-975.8191,2
-1028.7931,2
-1080.6287,2
-1131.8347,2
-1182.9347,2
-1233.6593,2
-1282.977,2
-1331.589,2
-1380.1945,2
-1428.3282,2
-1474.8081,2
-1520.5171,2
-1566.3213,2
-1611.5668,2
-1654.9337,2
-1697.4755,2
-1740.214,2
-1782.3159,2
-1822.3375,2
-1861.49,2
-1900.9385,2
-1939.6808,2
-1976.165,2
-2011.7451,2
-2047.7163,2
-2082.9192,2
-2115.7107,2
-2147.571,2
-2179.9111,2
-2211.4285,2
-2240.4045,2
-2268.4297,2
-2297.0151,2
-2324.7295,2
-2349.797,2
-2373.9001,2
-2398.6333,2
-2422.4531,2
-2443.5442,2
-2463.6619,2
-2484.4683,2
-2504.3237,2
-2521.3916,2
-2537.4814,2
-2554.305,2
-2570.1445,2
-2583.1602,2
-2595.196,2
-2607.9963,2
-2619.7832,2
-2628.7314,2
-2636.7007,2
-2645.449,2
-2653.1582,2
-2658.0344,2
-2661.9336,2
-2666.6108,2
-2670.2253,2
-2671.033,2
-2670.866,2
-2671.459,2
-2670.9685,2
-2667.7153,2
-2663.4902,2
-2659.9905,2
-2655.3887,2
-2648.086,2
-2639.8132,2
-2632.2148,2
-2623.4973,2
-2612.1572,2
-2599.8486,2
-2588.1472,2
-2575.3115,2
-2559.9465,2
-2543.6133,2
-2527.805,2
-2510.8496,2
-2491.4714,2
-2471.125,2
-2451.2068,2
-2430.131,2
-2406.752,2
-2382.403,2
-2358.3735,2
-2333.1785,2
-2305.8105,2
-2277.4712,2
-2249.332,2
-2220.0222,2
-2188.6797,2
-2156.3645,2
-2124.1213,2
-2090.7065,2
-2055.4077,2
-2019.1361,2
-1982.8025,2
-1945.3008,2
-1906.0714,2
-1865.8706,2
-1825.4708,2
-1783.9122,2
-1740.7885,2
-1696.6978,2
-1652.2715,2
-1606.7023,2
-1559.7357,2
-1511.8115,2
-1463.4182,2
-1413.9065,2
-1363.1698,2
-1311.4907,2
-1259.2169,2
-1205.8589,2
-1151.4519,2
-1096.1263,2
-1040.0919,2
-983.0191,2
-925.0773,2
-866.25116,2
-806.6184,2
-746.0069,2
-684.70996,2
-622.57654,2
-559.5599,2
-495.64062,2
-431.22372,2
-366.03506,2
-299.91306,2
-232.98398,2
-165.75081,2
-97.83126,2
-28.96081,2
40.598347,2
110.26,2
180.49727,2
251.66406,2
323.37405,2
394.97336,2
467.00644,2
539.9016,2
613.1621,2
686.0819,2
759.25574,2
833.1701,2
907.2331,2
980.70135,2
1054.1973,2
1128.2491,2
1202.1859,2
1275.2396,2
1348.0377,2
1421.1334,2
1493.7931,2
1565.2332,2
1636.0638,2
1706.848,2
1776.8049,2
1845.1383,2
1912.422,2
1979.214,2
2044.7002,2
2108.067,2
2169.8347,2
2230.5476,2
2289.3665,2
2345.444,2
2399.2385,2
2451.2734,2
2500.6882,2
2546.5696,2
2589.3125,2
2629.4233,2
2666.0125,2
2698.0466,2
2725.8713,2
2749.9875,2
2769.456,2
2785.6013,2
2798.0544,2
2807.467,2
2813.9065,2
2816.832,5
